nbhoods,Bldg_Type,zoning,Lot_Config,Street,House_Style,Condition_1,Overall_Qual,Overall_Cond,Year_Built,Misc_Val,BsmtFin_Type_1,BsmtFin_Type_2,basement_exp,basement_qual,Total_Bsmt_SF,garage_qual,Garage_Area,area_porch,Low_Qual_Fin_SF,Garage_Type,Garage_Finish,Garage_Cars,Fireplaces,fireplace_qual,Heating_QC,Central_Air,Exter_Qual,Exter_Cond,Pool_Area,major_functional,severe_functional,SalePrice,aleatoria_num,aleatoria_cat,Lot_Area,Gr_Liv_Area,First_Flr_SF,Second_Flr_SF
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,4,4,1910,0,Unf,Unf,No,Fa,677,TA,720,160,0,Detchd,Unf,2,0,No Fireplace,TA,Y,Gd,Gd,0,0,0,87500,-0.09247420422093756,b,9600,1510,833,677
OldTown,Duplex,RM,Inside,Pave,2Story,Norm,5,1,1922,0,Unf,Unf,No,TA,1040,"NA",0,56,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,1,62500,-0.9669857819758616,c,3000,2128,1088,1040
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Artery,7,5,1931,0,Unf,Unf,No,TA,952,Fa,468,205,0,Detchd,Unf,2,2,TA,Gd,Y,TA,TA,0,0,0,129900,-0.10511422864097932,a,6120,1774,1022,752
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Norm,6,8,1910,0,BLQ,Unf,No,Gd,926,TA,468,103,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,144100,-0.6178548691053957,c,8398,1650,991,659
OldTown,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1925,0,Unf,Unf,No,TA,1054,TA,264,112,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,125000,0.4404459939960341,b,10230,1078,1078,0
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,7,8,1930,0,Unf,Unf,No,TA,502,Fa,200,68,0,Detchd,Unf,1,1,Po,TA,N,TA,TA,0,0,0,105000,-0.0998526463271879,c,3960,1004,502,502
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,4,4,1925,0,Unf,Unf,No,TA,686,TA,210,232,0,Detchd,Unf,1,0,No Fireplace,Fa,N,TA,TA,0,0,0,107000,0.9620773159318539,a,9906,1328,810,518
OldTown,1Fam,RL,Corner,Pave,1.5Fin,Norm,4,8,1900,0,Unf,Unf,No,Fa,448,Fa,280,70,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,86900,-1.2828563654480316,c,7008,720,448,272
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,5,8,1904,0,Unf,Unf,No,TA,650,Gd,686,146,0,Detchd,Unf,2,1,Po,Gd,Y,TA,TA,0,0,0,157500,0.7076241413909196,b,10440,1539,958,581
OldTown,1Fam,RL,Inside,Pave,1.5Fin,Norm,4,4,1910,0,Unf,Unf,No,Fa,1077,Fa,648,96,0,Detchd,Unf,2,1,TA,TA,Y,TA,TA,0,0,0,80000,-0.46357229452217286,a,10818,1760,981,779
OldTown,2fmCon,RM,Inside,Pave,2Story,Feedr,5,9,1900,0,Unf,Unf,No,Gd,360,TA,672,40,0,Detchd,Unf,2,1,Po,Gd,Y,TA,Gd,0,0,0,140000,-0.4286348956628903,a,7630,1812,1032,780
OldTown,1Fam,RM,Corner,Pave,1.5Fin,Norm,5,6,1946,0,Rec,Unf,No,TA,904,TA,869,20,0,Detchd,Unf,3,1,Po,Ex,Y,TA,TA,0,0,0,140000,1.8345965290248918,c,9000,1499,904,595
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,5,6,1959,0,Rec,Unf,No,TA,984,TA,308,0,0,Detchd,Unf,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,110000,-0.7540729601056979,a,9750,984,984,0
OldTown,1Fam,RL,Inside,Pave,1.5Unf,Norm,4,6,1956,0,Unf,Unf,No,TA,882,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,Ex,Y,TA,TA,0,0,0,103200,0.03314464320710365,a,5500,882,882,0
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,4,5,1950,0,Unf,Unf,No,TA,576,TA,528,115,0,Detchd,RFn,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,105000,0.3615753804562083,a,7200,864,864,0
OldTown,1Fam,RM,Corner,Pave,1Story,Norm,6,5,1923,0,Unf,Unf,No,TA,1200,Fa,312,228,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,125000,0.8478222982041246,b,11340,1200,1200,0
OldTown,1Fam,RM,Corner,Pave,1Story,Norm,4,7,1954,0,Unf,Unf,No,TA,901,Fa,281,0,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,107900,0.5370471441866185,b,6000,901,901,0
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,6,7,1910,0,Unf,Unf,No,TA,741,TA,640,238,0,Detchd,Unf,3,0,No Fireplace,Ex,Y,TA,TA,0,0,0,146500,-0.6380007510342478,b,9720,1521,780,741
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,7,8,1890,0,Unf,Unf,No,TA,718,TA,704,191,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,159500,0.43604098744799885,c,10800,2554,1576,978
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,8,9,1890,0,Unf,Unf,No,Fa,346,TA,624,108,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,Gd,Gd,0,0,0,240000,-0.2699885215983451,c,9000,2268,1157,1111
OldTown,1Fam,RM,Inside,Pave,1Story,Artery,6,5,1923,0,ALQ,Unf,No,Fa,1124,TA,288,128,0,Detchd,Unf,1,1,Gd,TA,Y,TA,TA,0,0,0,109500,-0.6888702805676463,b,6120,1068,1068,0
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Artery,5,8,1915,0,Unf,Unf,Mn,TA,876,TA,720,194,0,Detchd,Unf,3,1,Gd,Gd,Y,TA,TA,0,0,0,153900,1.59347369721571,c,12665,1416,876,540
OldTown,1Fam,RM,Corner,Pave,1Story,Norm,2,4,1940,0,"NA","NA","NA","NA",0,TA,308,25,0,Detchd,Unf,1,0,No Fireplace,Fa,N,TA,Gd,0,0,0,45000,-0.25893579813252476,b,5925,612,612,0
OldTown,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1921,0,Unf,Unf,No,TA,1073,TA,326,112,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,108480,0.4614503215488014,c,5400,1073,1073,0
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Norm,5,5,1910,0,Unf,Unf,No,Fa,801,"NA",0,244,0,No Garage,No Garage,0,0,No Fireplace,Gd,N,TA,TA,0,0,0,103000,-1.4266521686251334,a,10134,1447,801,646
OldTown,1Fam,RM,Inside,Pave,2.5Unf,Artery,10,9,1893,0,Unf,Unf,No,TA,1237,Gd,880,502,0,Detchd,Unf,2,1,Gd,Gd,Y,Ex,Ex,0,0,0,325000,1.1592213717729365,c,13500,2775,1521,1254
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,7,7,1890,0,Unf,Unf,Mn,TA,1313,TA,342,299,0,Detchd,Unf,2,1,Gd,Gd,Y,TA,TA,0,0,0,184000,-0.7939486562699293,b,10800,2495,1313,1182
OldTown,1Fam,RL,Inside,Pave,1.5Fin,Norm,4,5,1915,0,Unf,Unf,No,TA,1313,TA,528,432,1064,Detchd,Unf,2,1,TA,TA,Y,TA,TA,0,0,0,142900,1.3601786957906685,a,10410,2377,1313,0
OldTown,1Fam,RM,Inside,Pave,1Story,Artery,5,7,1920,0,BLQ,Unf,No,TA,936,"NA",0,135,0,No Garage,No Garage,0,1,Gd,TA,Y,TA,TA,0,0,0,109500,0.6262428923312248,c,4485,936,936,0
OldTown,Duplex,RM,Inside,Pave,2Story,Artery,5,5,1952,0,Unf,Unf,No,TA,960,TA,400,0,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,124500,-0.5259527480364837,b,7596,1960,960,1000
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,8,9,1910,0,Unf,Unf,No,TA,725,TA,816,0,0,Detchd,Unf,2,0,No Fireplace,Ex,N,Gd,Gd,0,0,0,184900,-0.06917721631488108,b,10337,1772,909,863
OldTown,1Fam,RM,Inside,Pave,2Story,RRAn,7,6,1921,0,Unf,Unf,No,TA,576,TA,480,75,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,140000,-0.3597235236775638,b,10300,1710,902,808
OldTown,2fmCon,RM,Inside,Pave,2Story,Norm,4,5,1920,0,Unf,Unf,No,TA,736,"NA",0,102,0,No Garage,No Garage,0,0,No Fireplace,Gd,Y,TA,TA,0,0,0,113000,-0.5909626820907308,c,4456,1452,736,716
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,5,7,1910,0,BLQ,Unf,No,TA,616,Fa,480,143,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,114000,-0.3808388828843331,b,4571,1232,616,616
OldTown,1Fam,RL,Inside,Pave,2Story,Norm,6,8,1915,0,Rec,Unf,No,TA,663,TA,528,231,0,Detchd,Unf,2,1,Gd,Ex,Y,TA,Ex,0,0,0,155500,0.7388847900360259,b,7200,1595,774,821
OldTown,1Fam,RM,Inside,Pave,1Story,Artery,5,5,1925,0,Unf,Unf,No,Fa,680,TA,504,0,0,Detchd,Unf,2,0,No Fireplace,Gd,N,TA,TA,0,0,0,73000,0.11596117596248182,c,5232,764,764,0
OldTown,1Fam,RM,Inside,Pave,2.5Unf,Norm,6,5,1917,0,Rec,Unf,No,Gd,735,Fa,396,259,0,Detchd,Unf,2,1,Gd,Fa,N,TA,TA,0,0,0,129500,0.507543647209479,c,9600,2058,1134,924
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Norm,5,9,1890,0,Unf,Unf,No,Fa,684,"NA",0,195,0,No Garage,No Garage,0,0,No Fireplace,Gd,Y,TA,TA,0,0,0,95000,-1.2696805177340855,b,5914,1080,684,396
OldTown,2fmCon,RM,Inside,Pave,2.5Unf,Feedr,7,4,1910,0,Unf,Unf,No,TA,925,TA,308,264,0,Detchd,Unf,1,1,Gd,TA,N,Fa,TA,0,0,0,122000,-0.6035376715033545,a,10120,1889,964,925
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Norm,5,7,1950,0,BLQ,Unf,No,TA,768,TA,308,12,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,Ex,0,0,0,129500,0.9166900429030278,b,6000,1328,768,560
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,5,5,1948,0,ALQ,BLQ,No,TA,789,TA,250,0,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,115000,1.5754262890412911,c,6000,789,789,0
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,8,5,1872,0,LwQ,Unf,No,TA,684,"NA",0,74,205,No Garage,No Garage,0,0,No Fireplace,Fa,N,TA,Gd,0,0,0,122000,-2.386643675887399,b,5250,2358,938,1215
OldTown,1Fam,RM,Inside,Pave,2Story,Norm,7,7,1900,0,Rec,Unf,No,TA,712,TA,576,84,0,Detchd,Fin,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,139900,-0.8215669706141913,b,6451,1428,848,580
OldTown,1Fam,RL,Inside,Pave,1Story,Norm,4,6,1948,0,"NA","NA","NA","NA",0,Fa,390,66,0,Detchd,Unf,1,0,No Fireplace,TA,N,TA,TA,0,0,0,89900,-1.0894598994551954,a,10122,869,869,0
OldTown,1Fam,RM,Corner,Pave,2Story,Norm,5,8,1900,0,Unf,Unf,No,Fa,716,TA,624,239,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,Gd,Gd,0,0,0,169000,0.08685679160453402,c,9856,2014,1007,1007
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,6,8,1930,0,Unf,Unf,No,TA,813,Fa,270,113,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,110000,-0.1391856521164194,b,5684,813,813,0
OldTown,2fmCon,RM,Inside,Pave,2Story,Norm,4,6,1885,0,Unf,Unf,No,TA,777,TA,560,114,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,122500,-0.5714401309852496,c,11340,2290,1246,1044
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,5,5,1956,0,"NA","NA","NA","NA",0,TA,308,45,0,Detchd,Unf,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,97000,-0.8743468497096556,a,12702,882,882,0
OldTown,1Fam,RM,Inside,Pave,2.5Fin,Norm,7,9,1880,0,Unf,Unf,No,TA,1470,TA,870,0,0,Attchd,Unf,3,1,Ex,Ex,Y,TA,TA,0,0,0,295000,1.2840738868261876,a,18386,3493,1675,1818
OldTown,1Fam,RM,Inside,Pave,2.5Unf,Norm,6,6,1914,0,Unf,Unf,No,TA,742,"NA",0,425,0,No Garage,No Garage,0,1,Gd,Ex,Y,TA,TA,0,0,0,128000,2.214484953256052,a,6300,1484,742,742
OldTown,1Fam,Others,Inside,Pave,1Story,Norm,4,3,1910,0,Unf,Unf,No,TA,624,"NA",0,33,0,No Garage,No Garage,0,1,Gd,Ex,Y,TA,TA,0,0,0,58500,-0.046048660862627676,c,3300,816,816,0
OldTown,1Fam,RM,Corner,Pave,2Story,Norm,5,4,1892,0,Unf,Unf,No,TA,994,TA,432,287,0,Attchd,RFn,1,0,No Fireplace,TA,N,TA,TA,0,0,0,107500,0.13974169925092372,b,6600,2372,1378,994
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,3,8,1955,0,ALQ,Unf,No,TA,1162,Fa,220,98,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,126175,1.2124002709293982,a,5820,1163,1163,0
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Norm,6,7,1945,0,Rec,Unf,No,Fa,770,Fa,378,0,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,120000,0.8855013174669182,c,9576,1182,885,297
OldTown,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1920,0,Rec,Unf,No,TA,1120,TA,720,0,0,Detchd,Unf,2,1,Gd,Ex,Y,TA,TA,0,0,0,120000,0.14250693046875545,c,10800,1130,1130,0
OldTown,2fmCon,RM,Inside,Pave,1.5Fin,Norm,6,7,1905,0,Unf,Unf,No,Fa,482,Gd,672,237,0,Detchd,Unf,2,1,TA,Ex,N,TA,TA,0,0,0,163000,-1.3794693092473513,c,10800,1912,1221,691
OldTown,1Fam,RM,Inside,Pave,1.5Fin,Norm,5,5,1954,0,Unf,Unf,No,TA,1050,Fa,352,0,0,Attchd,Unf,1,0,No Fireplace,Ex,N,TA,TA,0,0,0,131500,0.2520125456983648,b,12150,1795,1050,745
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,5,9,1945,0,ALQ,Unf,No,TA,686,"NA",0,42,0,No Garage,No Garage,0,0,No Fireplace,Gd,Y,TA,Gd,0,0,0,110500,-0.018080547016672378,c,3880,866,866,0
OldTown,2fmCon,RL,Corner,Pave,1.5Fin,Norm,5,4,1900,0,BLQ,Unf,No,TA,954,TA,520,0,0,Attchd,Unf,2,1,Gd,TA,N,TA,Fa,0,0,0,160000,0.207455770157587,a,10800,2414,1766,648
OldTown,1Fam,RL,Inside,Pave,2Story,Norm,5,9,1895,0,Unf,Unf,Av,Gd,736,"NA",0,112,0,No Garage,No Garage,0,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,148000,2.2546314858307936,a,10800,1534,751,783
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,5,7,1948,0,GLQ,ALQ,No,TA,924,TA,528,36,0,Attchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,147000,-0.8376844685452394,a,12000,1122,1122,0
OldTown,1Fam,RM,Inside,Pave,1Story,Norm,5,8,1940,0,Unf,Unf,No,TA,808,TA,379,0,0,Detchd,Unf,2,2,Gd,Ex,Y,TA,TA,0,0,0,130000,-2.2813877682323307,a,7200,1072,1072,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,4,1966,0,Rec,BLQ,Av,TA,1040,TA,264,90,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,123000,0.5773480643056881,a,11677,1040,1040,0
Sawyer,2fmCon,RL,FR3,Pave,1Story,Feedr,5,6,1971,0,GLQ,Unf,Av,Gd,768,TA,576,0,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,119900,0.1405158859321952,a,8425,868,868,0
Sawyer,1Fam,RL,FR2,Pave,1Story,Norm,5,5,1950,600,"NA","NA","NA","NA",0,TA,394,225,0,Attchd,RFn,2,1,Gd,TA,Y,TA,TA,0,0,0,131000,-0.21697184156663718,c,21370,1640,1640,0
Sawyer,1Fam,RL,Corner,Pave,2Story,Norm,6,7,1969,0,ALQ,Unf,No,TA,663,TA,299,36,0,Attchd,Fin,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,158000,-0.3277772486789127,c,9364,1352,663,689
Sawyer,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1956,0,Rec,Unf,No,TA,1188,TA,576,0,0,Detchd,Unf,2,1,TA,Gd,Y,TA,TA,0,0,0,168000,0.3453807504721259,b,14175,1437,1437,0
Sawyer,Duplex,RM,Inside,Pave,1Story,RRAe,5,5,1963,0,Rec,Unf,No,TA,1728,TA,504,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,125000,0.5859535115754719,b,9100,1728,1728,0
Sawyer,1Fam,RL,CulDSac,Pave,1Story,RRNe,5,5,1965,0,Rec,Unf,No,TA,984,TA,310,0,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,126000,-0.5522697949434551,c,9308,984,984,0
Sawyer,1Fam,RL,Inside,Pave,SLvl,Norm,5,8,1970,0,ALQ,Unf,Av,Gd,864,TA,912,0,0,2Types,Unf,3,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,144000,0.5273398366145535,a,10200,904,904,0
Sawyer,1Fam,RL,Inside,Pave,2Story,Feedr,5,4,1920,500,BLQ,Unf,No,Gd,671,TA,638,570,0,Attchd,Unf,2,1,Gd,Fa,Y,TA,Fa,0,0,0,158000,-0.16812156910609313,a,16779,2654,1567,1087
Sawyer,1Fam,RL,Inside,Pave,1Story,Feedr,6,8,1961,0,GLQ,Unf,Mn,TA,912,TA,288,0,0,Detchd,Unf,1,0,No Fireplace,Gd,Y,TA,Gd,0,0,0,142000,2.230339313016124,c,6768,912,912,0
Sawyer,1Fam,RL,CulDSac,Pave,SFoyer,Norm,6,5,1978,0,GLQ,Unf,Gd,Gd,456,TA,504,0,0,Basment,Fin,2,1,Fa,TA,Y,TA,TA,0,0,0,149900,-0.8667640687314084,a,8014,1034,1034,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1962,0,LwQ,BLQ,No,TA,1092,TA,288,164,0,Attchd,Unf,1,1,Po,TA,Y,TA,TA,0,0,0,139000,-0.36881522648158416,b,11616,1092,1092,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,4,9,1946,0,Unf,Unf,No,Fa,560,TA,220,24,0,CarPort,Unf,1,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,88750,-0.46077835370703285,c,4280,704,704,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1967,600,ALQ,Unf,No,TA,992,TA,294,0,0,Attchd,RFn,1,0,No Fireplace,Ex,Y,TA,Fa,0,0,0,145000,-0.35798669329251714,a,10265,992,992,0
Sawyer,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,5,1948,0,Unf,Unf,No,TA,720,TA,312,108,0,Attchd,Unf,1,1,Gd,TA,Y,TA,TA,0,0,0,135000,-0.18818505163419777,b,21286,1271,720,551
Sawyer,2fmCon,RL,Inside,Pave,1Story,Norm,5,4,1965,0,BLQ,Unf,Mn,TA,1039,TA,504,0,0,Attchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,131500,-0.8790413197001125,c,11625,1039,1039,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1963,650,ALQ,Unf,No,Gd,864,TA,276,0,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,119916,-0.24525652486368998,b,6360,864,864,0
Sawyer,Duplex,RL,Inside,Pave,1Story,Norm,4,5,1968,0,Unf,Unf,No,TA,1768,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,0,136500,-1.8335178675018042,b,10778,1768,1768,0
Sawyer,1Fam,RL,Corner,Pave,SFoyer,Feedr,5,7,1971,0,GLQ,Rec,Av,Gd,782,TA,576,0,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,130000,-0.5293779276377217,b,10820,810,810,0
Sawyer,1Fam,RL,Inside,Pave,SLvl,Norm,5,5,1961,0,Unf,Unf,No,TA,552,TA,384,40,259,Attchd,Unf,1,1,TA,TA,Y,TA,TA,0,0,0,165000,1.1560989841818945,b,15400,1774,904,611
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,6,5,1977,0,Unf,Unf,No,TA,660,TA,528,0,0,Attchd,RFn,2,1,TA,Ex,Y,TA,TA,0,0,0,143500,-2.1699717848824283,a,8197,1285,1285,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1967,0,BLQ,Unf,No,TA,882,TA,280,0,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,Gd,0,0,0,122000,-1.051558347125958,b,9819,900,900,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1967,0,GLQ,Unf,No,TA,876,TA,288,0,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,125500,-1.0640292531280684,a,6173,902,902,0
Sawyer,1Fam,RL,Corner,Pave,1Story,Norm,5,6,1966,0,ALQ,Unf,No,TA,1059,TA,286,88,0,Attchd,Fin,1,0,No Fireplace,Gd,Y,TA,TA,0,0,0,142500,-0.01408469699735938,a,9000,1059,1059,0
Sawyer,1Fam,RL,Inside,Pave,1Story,RRAe,5,4,1962,0,LwQ,Unf,No,TA,988,TA,624,0,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,129500,0.7124529860355732,a,9100,988,988,0
Sawyer,Duplex,RL,Inside,Pave,1Story,Norm,4,5,1967,500,"NA","NA","NA","NA",0,TA,516,0,0,CarPort,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,90000,0.03015534121045923,b,10791,1296,1296,0
Sawyer,1Fam,RL,Corner,Pave,1Story,Norm,5,4,1957,0,Rec,BLQ,No,TA,1134,TA,484,0,0,Attchd,RFn,2,1,TA,Ex,Y,TA,TA,0,1,0,155000,0.19145171422594673,c,13125,1803,1803,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1974,0,ALQ,Unf,No,TA,864,TA,440,0,0,Attchd,Unf,2,1,Fa,TA,Y,TA,TA,0,0,0,142500,0.9997938914426968,a,13350,894,894,0
Sawyer,1Fam,RL,Inside,Pave,SLvl,Norm,6,5,1978,0,ALQ,Unf,Av,TA,1008,TA,484,0,0,Attchd,Unf,2,1,Fa,TA,Y,TA,TA,0,0,0,157500,-1.1699259876923904,c,13014,1096,1096,0
Sawyer,1Fam,RL,CulDSac,Pave,1Story,RRAe,5,5,1974,0,ALQ,Unf,Gd,Fa,1037,TA,431,47,0,Attchd,RFn,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,129000,1.092815925758645,a,10751,1037,1037,0
Sawyer,Duplex,RL,Inside,Pave,SFoyer,Norm,5,5,1978,0,GLQ,Unf,Av,Gd,1319,TA,591,0,0,Attchd,Fin,2,2,TA,TA,Y,TA,TA,0,0,0,160250,0.11283135716084623,b,7424,1373,1373,0
Sawyer,1Fam,RL,Inside,Pave,2Story,Norm,5,5,1968,0,Rec,ALQ,No,TA,720,TA,480,38,0,Attchd,Unf,2,2,TA,Ex,Y,TA,Gd,0,0,0,163000,0.5472246210666292,c,11227,1440,720,720
Sawyer,1Fam,RL,Inside,Pave,1.5Fin,Feedr,5,8,1875,0,Unf,Unf,No,TA,780,"NA",0,176,0,No Garage,No Garage,0,0,No Fireplace,Gd,N,TA,Gd,0,0,0,94000,-0.4184739194806032,c,6342,1020,780,240
Sawyer,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1977,0,BLQ,Unf,No,TA,980,TA,484,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,135000,-0.5806679527714494,c,7064,980,980,0
Sawyer,1Fam,RL,Inside,Pave,2Story,Norm,6,7,1978,0,ALQ,Unf,No,TA,672,TA,440,0,0,Attchd,Fin,2,1,TA,TA,Y,TA,TA,0,0,0,149500,0.4525588621509107,a,7844,1400,672,728
Sawyer,1Fam,RL,Inside,Pave,2Story,Norm,6,5,1978,0,LwQ,Rec,No,TA,918,TA,440,0,0,Attchd,RFn,2,1,TA,Gd,Y,TA,TA,0,0,0,172500,0.40452569540069283,a,11184,1683,918,765
Sawyer,1Fam,RL,CulDSac,Pave,SLvl,Norm,6,6,1978,0,GLQ,Unf,Gd,TA,960,TA,616,180,0,Detchd,Unf,2,1,Fa,Fa,Y,TA,TA,0,0,0,160500,-1.0354988124014568,a,7176,1040,1040,0
Sawyer,1Fam,RL,FR2,Pave,1Story,Feedr,5,5,1967,0,ALQ,Unf,No,TA,912,TA,336,0,0,Detchd,Unf,1,1,Fa,TA,Y,TA,TA,0,0,0,125000,1.1834317140816122,b,8521,912,912,0
Sawyer,1Fam,RL,Corner,Pave,1.5Fin,Feedr,5,4,1972,0,LwQ,ALQ,No,Gd,1001,TA,490,92,0,Detchd,Unf,2,1,Gd,TA,Y,TA,Gd,0,0,0,140000,0.19262623997583533,a,10759,1641,1001,640
Sawyer,1Fam,RL,Corner,Pave,1Story,Feedr,4,4,1927,0,Unf,Unf,No,Fa,660,TA,440,0,0,Detchd,Unf,2,0,No Fireplace,TA,N,TA,TA,0,0,0,85000,0.13029226331878127,a,9259,756,756,0
Sawyer,1Fam,RL,CulDSac,Pave,2Story,RRAe,6,8,1976,0,GLQ,Unf,No,TA,725,TA,475,44,0,Attchd,RFn,2,0,No Fireplace,Ex,Y,Gd,TA,0,0,0,130500,1.2839888329216913,a,13517,1479,725,754
Sawyer,1Fam,RL,Corner,Pave,1Story,Norm,5,7,1968,0,Rec,Unf,No,TA,1040,TA,686,0,0,Detchd,Fin,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,145000,0.30312162788004293,c,7476,1040,1040,0
Sawyer,2fmCon,RL,Inside,Pave,1Story,RRAe,5,5,1968,0,ALQ,Unf,Mn,TA,890,TA,308,0,0,Detchd,Unf,1,0,No Fireplace,Gd,N,TA,TA,0,0,0,115000,0.3907614187389967,a,8450,890,890,0
Sawyer,1Fam,RL,Inside,Pave,1Story,Feedr,5,6,1947,0,Unf,Unf,No,TA,1046,TA,240,182,0,Detchd,Unf,1,0,No Fireplace,Gd,N,Gd,TA,0,0,0,124000,0.24810349101262386,c,9488,1054,1054,0
Sawyer,1Fam,RL,Inside,Pave,1Story,RRAe,5,6,1963,0,ALQ,Unf,No,TA,925,TA,484,74,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,133500,-0.9920363557434969,b,8638,925,925,0
